id,lat,lon,mach
8532,0.742998,0.403319,3
8534,0.504256,0.445218,3
8541,0.692459,0.614761,3
8543,0.804986,0.53997,3
8548,0.738798,0.557816,3
8550,0.740214,0.566824,3
8553,0.727455,0.571889,3
8555,0.783756,0.539456,3
8569,0.585589,0.467415,3
8572,0.882615,0.520012,3
8573,0.967953,0.352456,3
8576,0.812697,0.568067,3
8578,0.555263,0.528772,3
8584,0.716561,0.423242,3
8587,0.819372,0.341762,3
8597,0.556259,0.42971,3
8599,0.975739,0.36999,3
8602,0.915445,0.306013,3
8603,0.946478,0.610984,3
8612,0.539088,0.453273,3
8615,0.632555,0.486778,3
8616,0.609447,0.586634,3
8619,0.717525,0.335663,3
8621,0.559719,0.528626,3
8633,0.725674,0.544644,3
8637,0.940614,0.435939,3
8642,0.750007,0.493958,3
8647,0.73743,0.374182,3
8665,0.988734,0.347267,3
8674,0.656116,0.368753,3
8708,0.732817,0.472351,3
8710,0.748544,0.556415,3
8713,0.884845,0.302258,3
8718,0.849664,0.431004,3
8720,0.841837,0.428612,3
8730,0.973902,0.335327,3
8742,0.624157,0.464733,3
8743,0.687076,0.55748,3
8745,0.777919,0.59283,3
8764,0.62463,0.552359,3
8766,0.699588,0.583781,3
8767,0.663658,0.523132,3
8777,0.947604,0.346092,3
8780,0.884888,0.299498,3
8782,0.793378,0.403666,3
8790,0.694415,0.416453,3
8793,0.947523,0.390365,3
8796,0.683527,0.393242,3
8798,0.98273,0.386549,3
8800,0.591547,0.564402,3
8808,0.898116,0.61621,3
8814,0.874153,0.447787,3
8826,0.922533,0.570962,3
8835,0.662387,0.524512,3
8836,0.637194,0.463708,3
8839,0.729354,0.644124,3
8841,0.883324,0.547938,3
8846,0.553912,0.438078,3
8847,0.673383,0.363729,3
8856,0.600465,0.547185,3
8858,0.916444,0.485581,3
8867,0.908841,0.494271,3
8868,0.940643,0.550579,3
8869,0.68822,0.56311,3
8870,0.775316,0.377813,3
8872,0.692179,0.374327,3
8876,0.662765,0.609259,3
8879,0.812028,0.639531,3
8893,0.754956,0.320201,3
8897,0.735093,0.525521,3
8907,0.81607,0.436859,3
8911,0.892313,0.461218,3
8912,0.836842,0.555205,3
8916,0.658038,0.389592,3
8928,0.928248,0.328001,3
8929,0.689754,0.519955,3
8932,0.918551,0.434609,3
8942,0.507616,0.357035,3
8944,0.644842,0.435248,3
8951,0.932062,0.551778,3
8962,0.977042,0.630306,3
8968,0.726306,0.464664,3
8970,0.91114,0.396017,3
8977,0.794369,0.460112,3
8984,0.78607,0.478006,3
8992,0.621744,0.347833,3
8993,0.818681,0.647473,3
8996,0.650901,0.43071,3
8999,0.893326,0.547995,3
9000,0.587739,0.425226,3
9002,0.808399,0.343964,3
9004,0.77647,0.313753,3
9005,0.747632,0.554887,3
9010,0.682636,0.517504,3
9016,0.684514,0.647409,3
9023,0.991147,0.599057,3
9024,0.63337,0.484699,3
9025,0.935345,0.596997,3
9026,0.652285,0.43308,3
9029,0.872123,0.420369,3
9036,0.610179,0.477619,3
9039,0.850653,0.522209,3
9046,0.55527,0.536642,3
9048,0.959269,0.507813,3
9050,0.759094,0.319361,3
9051,0.485552,0.427546,3
9054,0.969736,0.6466,3
9058,0.633543,0.444809,3
9067,0.808995,0.344378,3
9086,0.517686,0.405952,3
9087,0.860398,0.437502,3
9091,0.614535,0.446781,3
9099,0.7813,0.602313,3
9100,0.769225,0.449201,3
9104,0.867445,0.574921,3
9133,0.864553,0.328242,3
9139,0.717152,0.408701,3
9143,0.845864,0.40846,3
9149,0.585534,0.565036,3
9154,0.972921,0.443297,3
9155,0.625944,0.464113,3
9158,0.808408,0.577238,3
9161,0.879743,0.399976,3
9163,0.66038,0.37174,3
9164,0.879956,0.365691,3
9193,0.805906,0.364997,3
9194,0.802156,0.31906,3
9196,0.58101,0.544391,3
9208,0.557558,0.517234,3
9214,0.68468,0.638821,3
9218,0.744854,0.601374,3
9219,0.5695,0.43749,3
9224,0.803426,0.602867,3
9226,0.73447,0.62668,3
9227,0.554742,0.480806,3
9230,0.525968,0.349711,3
9231,0.997755,0.360046,3
9243,0.818093,0.539226,3
9259,0.484294,0.444454,3
9260,0.901546,0.610664,3
9278,0.778425,0.49003,3
9281,0.747497,0.569865,3
9286,0.552791,0.441186,3
9287,0.770994,0.459968,3
9300,0.505744,0.392785,3
9301,0.970178,0.365283,3
9305,0.547463,0.39433,3
9314,0.67157,0.369853,3
9325,0.738881,0.548357,3
9327,0.812734,0.647191,3
9331,0.957327,0.531753,3
9340,0.813908,0.564322,3
9352,0.899517,0.549904,3
9355,0.714642,0.365541,3
9358,0.72862,0.618255,3
9363,0.885591,0.370647,3
9367,0.898164,0.51058,3
9368,0.727406,0.523355,3
9375,0.561217,0.480004,3
9378,0.937739,0.394652,3
9379,0.901175,0.614771,3
9383,0.755792,0.64033,3
9384,0.793762,0.445633,3
9388,0.66685,0.628678,3
9399,0.743018,0.353061,3
9405,0.726417,0.551335,3
9410,0.703787,0.576458,3
9415,0.910991,0.33517,3
9417,0.762183,0.537329,3
9420,0.988886,0.342293,3
9421,0.646219,0.581779,3
9431,0.843574,0.583896,3
9435,0.899047,0.307899,3
9449,0.975659,0.596307,3
9453,0.845852,0.378406,3
9454,0.771505,0.641199,3
9455,0.762376,0.483316,3
9459,0.850284,0.522109,3
9461,0.588895,0.40699,3
9464,0.886519,0.611559,3
9467,0.89236,0.331103,3
9476,0.95781,0.473037,3
9477,0.882635,0.640904,3
9494,0.784751,0.389527,3
9495,0.614463,0.496745,3
9497,0.86411,0.505892,3
9511,0.531384,0.506222,3
9520,0.723766,0.370927,3
9521,0.719488,0.57423,3
9522,0.673948,0.458361,3
9523,0.869248,0.494861,3
9526,0.735721,0.448203,3
9531,0.718287,0.613632,3
9534,0.663755,0.632777,3
9535,0.557828,0.368867,3
9541,0.720412,0.577175,3
9543,0.892119,0.524289,3
9547,0.91683,0.299992,3
9551,0.998501,0.575768,3
9554,0.678795,0.627501,3
9555,0.955834,0.392145,3
9574,0.536332,0.423341,3
9581,0.6845,0.346911,3
9582,0.807644,0.403716,3
9590,0.922388,0.5113,3
9593,0.938156,0.604897,3
9602,0.729763,0.585506,3
9603,0.662098,0.573082,3
9615,0.690498,0.348498,3
9617,0.572809,0.5056,3
9621,0.819447,0.374778,3
9629,0.568195,0.49506,3
9635,0.897427,0.315219,3
9637,0.667729,0.629176,3
9660,0.822065,0.518808,3
9665,0.920773,0.643031,3
9666,0.480076,0.408659,3
9674,0.890737,0.551247,3
9675,0.730531,0.510331,3
9676,0.720796,0.389918,3
9688,0.860595,0.551525,3
9708,0.621418,0.529743,3
9709,0.898645,0.386315,3
9717,0.747352,0.402754,3
9726,0.647479,0.432551,3
9727,0.902871,0.394256,3
9733,0.519622,0.363087,3
9739,0.98845,0.304878,3
9749,0.5979,0.443134,3
9755,0.59133,0.426551,3
9756,0.946304,0.358264,3
9757,0.662367,0.62251,3
9759,0.73438,0.490516,3
9770,0.914791,0.474077,3
9785,0.840841,0.361738,3
9786,0.715566,0.356201,3
9787,0.541625,0.350879,3
9789,0.693592,0.589208,3
9790,0.648033,0.351836,3
9792,0.64167,0.528956,3
9798,0.977022,0.417038,3
9803,0.526444,0.49906,3
9807,0.51333,0.364111,3
9808,0.922305,0.578799,3
9811,0.970987,0.361057,3
9815,0.85711,0.450193,3
9821,0.948824,0.515862,3
9822,0.863473,0.628224,3
9830,0.997288,0.522645,3
9834,0.745622,0.598965,3
9835,0.94007,0.501785,3
9837,0.610744,0.579204,3
9840,0.643262,0.631451,3
9848,0.627017,0.491201,3
9849,0.656492,0.614045,3
9851,0.878162,0.383458,3
9861,0.969586,0.400229,3
9862,0.67389,0.418177,3
9863,0.991365,0.532673,3
9871,0.754364,0.637789,3
9872,0.935207,0.586047,3
9874,0.988952,0.458585,3
9875,0.680765,0.467565,3
9878,0.682405,0.540932,3
9896,0.866418,0.47969,3
9904,0.580779,0.507486,3
9906,0.996293,0.420036,3
9915,0.685306,0.354396,3
9920,0.996576,0.368261,3
9925,0.837151,0.582902,3
9939,0.587113,0.351334,3
9941,0.616218,0.548165,3
9951,0.883846,0.437632,3
9954,0.791285,0.40803,3
9961,0.775613,0.544489,3
9969,0.598423,0.386428,3
9974,0.981103,0.362687,3
9976,0.999579,0.295863,3
9993,0.805907,0.333637,3
9994,0.844587,0.354339,3
10012,0.820812,0.619588,3
10013,0.875715,0.468445,3
10028,0.875982,0.470917,3
10029,0.770757,0.437051,3
10036,0.583437,0.430858,3
10038,0.936395,0.363677,3
10039,0.953126,0.326057,3
10050,0.94201,0.446764,3
10052,0.891877,0.503053,3
10055,0.860388,0.426759,3
10060,0.93308,0.51395,3
10064,0.602033,0.560619,3
10082,0.815858,0.518507,3
10086,0.704505,0.553761,3
10094,0.511454,0.361347,3
10098,0.9046,0.360389,3
10099,0.519378,0.399489,3
10107,0.67796,0.475243,3
10117,0.566216,0.476717,3
10118,0.563759,0.420813,3
10120,0.801687,0.434072,3
10121,0.772263,0.55288,3
10128,0.648987,0.38141,3
10147,0.852977,0.55536,3
10149,0.981728,0.490551,3
10164,0.857062,0.38322,3
10179,0.699086,0.428511,3
10184,0.933025,0.639502,3
10185,0.973293,0.572176,3
10189,0.798822,0.421543,3
10202,0.651757,0.48408,3
10205,0.62354,0.575662,3
10210,0.646762,0.338186,3
10218,0.649977,0.436874,3
10229,0.629193,0.447205,3
10231,0.655088,0.34601,3
10236,0.709818,0.606529,3
10240,0.548611,0.38779,3
10248,0.651327,0.487692,3
10256,0.982917,0.359712,3
10259,0.910731,0.536795,3
10260,0.981737,0.42912,3
10272,0.801151,0.3753,3
10273,0.647535,0.628488,3
10275,0.614489,0.549678,3
10276,0.77435,0.593893,3
10279,0.737947,0.579123,3
10285,0.987242,0.299645,3
10294,0.629894,0.508547,3
10295,0.704363,0.404709,3
10306,0.927892,0.478753,3
10308,0.743648,0.507418,3
10309,0.661929,0.646398,3
10314,0.952543,0.431055,3
10321,0.962837,0.627512,3
10323,0.824237,0.37321,3
10324,0.942887,0.622871,3
10326,0.72332,0.42353,3
10330,0.774209,0.640012,3
10334,0.878358,0.503275,3
10337,0.609723,0.52468,3
10345,0.658025,0.614436,3
10347,0.93387,0.502573,3
10351,0.855222,0.31842,3
10353,0.786596,0.619067,3
10357,0.700112,0.571053,3
10365,0.651641,0.526748,3
10367,0.521249,0.40982,3
10369,0.716118,0.568011,3
10375,0.888939,0.602926,3
10378,0.998638,0.500467,3
10384,0.825998,0.33241,3
10396,0.50895,0.377164,3
10409,0.751588,0.601142,3
10413,0.793509,0.64438,3
10415,0.985571,0.582817,3
10430,0.675596,0.407117,3
10436,0.897678,0.322649,3
10440,0.674222,0.371089,3
10447,0.961556,0.463705,3
10448,0.916848,0.50463,3
10451,0.872185,0.515576,3
10471,0.691019,0.423527,3
10475,0.725779,0.421354,3
10478,0.963873,0.597344,3
10479,0.773743,0.63506,3
10493,0.905635,0.316938,3
10495,0.794827,0.593075,3
10505,0.484735,0.43176,3
10506,0.640045,0.397433,3
10508,0.872917,0.338413,3
10510,0.72074,0.554507,3
10519,0.900442,0.617711,3
10525,0.913309,0.532392,3
10543,0.538825,0.488769,3
10548,0.467602,0.444434,3
10562,0.666736,0.366814,3
10569,0.956474,0.436896,3
10574,0.917651,0.375581,3
10575,0.970486,0.508783,3
10576,0.652493,0.510175,3
10577,0.713863,0.457795,3
10578,0.75019,0.346104,3
10586,0.687693,0.545429,3
10587,0.954721,0.320628,3
10589,0.740797,0.646187,3
10590,0.546062,0.428297,3
10594,0.844044,0.49052,3
10600,0.801305,0.329254,3
10603,0.949463,0.367448,3
10612,0.820875,0.456732,3
10617,0.749012,0.458259,3
10621,0.58286,0.532884,3
10624,0.607356,0.396049,3
10638,0.837485,0.46804,3
10655,0.979749,0.438739,3
10676,0.840641,0.377215,3
10677,0.908598,0.556024,3
10679,0.751237,0.349819,3
10689,0.994216,0.608044,3
10691,0.722139,0.492021,3
10692,0.664732,0.436576,3
10700,0.810912,0.309085,3
10711,0.483474,0.448346,3
10725,0.702719,0.343024,3
10728,0.555766,0.393998,3
10729,0.675476,0.577736,3
10735,0.59489,0.552135,3
10738,0.861436,0.646629,3
10739,0.593799,0.526435,3
10742,0.968808,0.43639,3
10744,0.605277,0.503126,3
10752,0.677003,0.421858,3
10753,0.527522,0.469006,3
10754,0.972702,0.418373,3
10766,0.867519,0.336691,3
10773,0.624469,0.332933,3
10775,0.700054,0.334473,3
10777,0.501192,0.443319,3
10781,0.883382,0.636111,3
10785,0.899373,0.599778,3
10800,0.503605,0.421983,3
10801,0.982819,0.373935,3
10806,0.906727,0.322259,3
10821,0.726519,0.352231,3
10827,0.705714,0.62569,3
10835,0.990871,0.521499,3
10836,0.981495,0.316406,3
10854,0.550714,0.490536,3
10855,0.650143,0.419602,3
10860,0.839949,0.405769,3
10863,0.852091,0.533359,3
10864,0.525304,0.394198,3
10869,0.771114,0.44354,3
10871,0.806335,0.641769,3
10873,0.972815,0.535681,3
10888,0.829354,0.545266,3
10894,0.923128,0.588935,3
10899,0.804197,0.324761,3
10915,0.719434,0.535292,3
10920,0.616349,0.546699,3
10926,0.863885,0.379142,3
10927,0.852753,0.312593,3
10936,0.629546,0.382174,3
10937,0.721819,0.468105,3
10938,0.636334,0.478835,3
10941,0.961257,0.395446,3
10944,0.785261,0.429739,3
10951,0.860959,0.460782,3
10956,0.599457,0.394333,3
10963,0.619511,0.46717,3
10965,0.78463,0.580269,3
10976,0.839695,0.648184,3
10980,0.710014,0.571428,3
10990,0.899753,0.626539,3
10996,0.688769,0.573599,3
11000,0.869021,0.604866,3
11003,0.77117,0.322668,3
11006,0.973783,0.284693,3
11008,0.92374,0.63666,3
11025,0.588307,0.448712,3
11032,0.799738,0.398426,3
11036,0.92184,0.513301,3
11044,0.588499,0.509762,3
