id,lat,lon,mach
10160,0.148531,0.760851,0
13716,0.0749381,0.747207,0
10954,0.0409716,0.795028,0
12483,0.0894433,0.584031,0
13722,0.00289069,0.780932,0
10961,0.000147371,0.977,0
12477,0.162185,0.919567,0
9577,0.172413,0.748479,0
13723,0.132295,0.710282,0
12471,0.294567,0.969668,0
13725,0.270553,0.98066,0
9568,0.306875,0.663755,0
10973,0.0749259,0.586013,0
13728,0.291945,0.777346,0
13732,0.255767,0.681235,0
10978,0.2571,0.694163,0
9559,0.255005,0.987653,0
9558,0.289397,0.635075,0
12487,0.0809419,0.934377,0
10983,0.172914,0.895457,0
12490,0.163007,0.734019,0
12491,0.255005,0.987653,0
10907,0.0833497,0.691957,0
10910,0.00698846,0.925332,0
13671,0.104607,0.938138,0
12523,0.203089,0.834971,0
10916,0.201337,0.664196,0
9623,0.133855,0.956921,0
12515,0.080198,0.808408,0
10925,0.285823,0.655805,0
12506,0.272437,0.901933,0
13691,0.287806,0.586828,0
9611,0.0701247,0.665967,0
12504,0.0788665,0.539614,0
12503,0.134508,0.619672,0
13696,0.174378,0.738423,0
12498,0.0365614,0.806092,0
13702,0.229718,0.692082,0
9599,0.0789775,0.523886,0
13713,0.32323,0.865488,0
13659,0.126433,0.990341,0
10986,0.194947,0.660102,0
13746,0.196733,0.993201,0
9504,0.0239414,0.642609,0
11021,0.300146,0.843383,0
13784,0.100075,0.516837,0
9501,0.317921,0.764416,0
9499,0.00289069,0.780932,0
11023,0.125812,0.499349,0
11026,0.221529,0.751884,0
13789,0.0527824,0.940735,0
12443,0.180976,0.864421,0
12442,0.128192,0.673556,0
11029,0.139397,0.948536,0
11030,0.308412,0.69196,0
9489,0.0989906,0.873513,0
11035,0.0200226,0.551975,0
12437,0.161874,0.752843,0
13804,0.135254,0.926104,0
11038,0.070255,0.836442,0
9505,0.00810956,0.488661,0
9550,0.272545,0.942798,0
9509,0.141467,0.757581,0
11013,0.112016,0.615984,0
10995,0.166096,0.867855,0
13750,0.257464,0.722599,0
12458,0.209174,0.705146,0
13753,0.0411445,0.747338,0
13754,0.101802,0.98855,0
9532,0.0559731,0.567428,0
11002,0.14323,0.898874,0
9530,0.240599,0.573502,0
12454,0.176906,0.784547,0
13758,0.04004,0.825743,0
12450,0.015438,0.893387,0
13763,0.146475,0.584868,0
13764,0.025162,0.760602,0
13768,0.0665736,0.949151,0
9518,0.317601,0.914691,0
9517,0.15665,0.828439,0
11010,0.286395,0.627207,0
11017,0.32469,0.966912,0
13805,0.0227931,0.619628,0
13657,0.0587625,0.599959,0
13656,0.0227128,0.750829,0
9743,0.0411445,0.747338,0
9741,0.0809419,0.934377,0
9738,0.262182,0.717527,0
9736,0.0313319,0.930811,0
9732,0.119949,0.679886,0
9731,0.266679,0.514463,0
10828,0.0877812,0.504632,0
10829,0.0969368,0.844149,0
10834,0.223469,0.677028,0
12587,0.0172521,0.857195,0
9720,0.0877136,0.942854,0
13588,0.204613,0.8357,0
12584,0.0908112,0.739913,0
9715,0.0957503,0.859781,0
10839,0.198502,0.815049,0
12581,0.0865749,0.87665,0
12574,0.016752,0.814735,0
10814,0.289282,0.700197,0
10850,0.178709,0.607584,0
12606,0.017302,0.625881,0
12611,0.32207,0.756667,0
10789,0.19456,0.836967,0
10796,0.131168,0.525422,0
9769,0.311169,0.754448,0
9768,0.169441,0.800662,0
13545,0.306875,0.663755,0
10799,0.120309,0.512711,0
13547,0.217096,0.624142,0
9762,0.255767,0.681235,0
9760,0.0961179,0.519828,0
10802,0.256443,0.748789,0
10804,0.00919723,0.874896,0
12617,0.0836112,0.677419,0
9754,0.206922,0.554465,0
13557,0.0894353,0.706913,0
12614,0.208575,0.88454,0
9750,0.0251014,0.844998,0
13560,0.226165,0.721621,0
10811,0.19409,0.794627,0
10906,0.218373,0.598481,0
9705,0.172538,0.942263,0
10853,0.256954,0.625559,0
9671,0.0522562,0.70272,0
10881,0.321488,0.716504,0
9669,0.238546,0.809624,0
13625,0.204944,0.757951,0
13628,0.0194263,0.674866,0
12545,0.0184212,0.836255,0
9658,0.25397,0.901535,0
12537,0.190286,0.834106,0
12536,0.190481,0.658451,0
9654,0.239367,0.537866,0
13645,0.119949,0.679886,0
9648,0.138822,0.518468,0
10900,0.179895,0.530726,0
9645,0.0172521,0.857195,0
13648,0.308631,0.932535,0
9639,0.20309,0.759725,0
9638,0.0449858,0.646543,0
12548,0.0313211,0.620238,0
10852,0.0682097,0.844675,0
9673,0.00575581,0.859856,0
10877,0.146475,0.584868,0
12572,0.0411676,0.61184,0
9700,0.29187,0.681996,0
9698,0.111228,0.712349,0
12569,0.0362407,0.695167,0
12567,0.201284,0.962499,0
9692,0.111521,0.669082,0
9691,0.241395,0.920736,0
12563,0.274738,0.700965,0
9689,0.0801856,0.99575,0
10865,0.171288,0.70067,0
10866,0.286457,0.804474,0
13612,0.0901363,0.593719,0
10867,0.322376,0.817232,0
9684,0.191032,0.656057,0
10875,0.274738,0.700965,0
10876,0.0694927,0.601074,0
9677,0.274022,0.613275,0
13620,0.187209,0.937871,0
10786,0.270985,0.977388,0
11040,0.113088,0.908434,0
11041,0.088078,0.847831,0
11176,0.256938,0.524009,0
11179,0.160097,0.815621,0
9304,0.220669,0.582581,0
11185,0.256704,0.967971,0
11186,0.194293,0.870191,0
9297,0.0901363,0.593719,0
11190,0.121807,0.863492,0
12317,0.21699,0.91059,0
11198,0.0270246,0.782871,0
13962,0.020599,0.507437,0
13966,0.0291749,0.837885,0
9282,0.162976,0.915068,0
13968,0.0939788,0.588906,0
13969,0.300146,0.843383,0
12307,0.319054,0.99415,0
11207,0.114163,0.983088,0
12305,0.0409716,0.795028,0
13947,0.117922,0.975786,0
13971,0.223469,0.677028,0
9309,0.26593,0.989839,0
9312,0.0788665,0.539614,0
9344,0.0883656,0.891331,0
13931,0.148647,0.970362,0
11145,0.135113,0.816956,0
11146,0.228298,0.546572,0
9339,0.0954132,0.830714,0
11147,0.0676424,0.777972,0
11150,0.191482,0.892913,0
11152,0.256258,0.689294,0
11155,0.217915,0.648164,0
12337,0.00121676,0.564936,0
13939,0.262182,0.717527,0
11161,0.161822,0.904124,0
11163,0.105902,0.586667,0
12332,0.269736,0.65524,0
9319,0.199019,0.848167,0
13944,0.289282,0.700197,0
13946,0.0358733,0.878284,0
9310,0.288783,0.579495,0
11143,0.255818,0.795093,0
9272,0.104521,0.722421,0
12296,0.0997213,0.776414,0
11250,0.226629,0.994561,0
11252,0.0646746,0.701986,0
11254,0.280864,0.766317,0
9213,0.0397523,0.762984,0
9212,0.0291749,0.837885,0
11258,0.085203,0.864187,0
12260,0.201,0.559296,0
9209,0.0576433,0.802796,0
14015,0.177249,0.872974,0
14016,0.282892,0.889167,0
12256,0.111228,0.712349,0
12253,0.240882,0.511187,0
9204,0.079649,0.782401,0
12252,0.0126613,0.536156,0
11265,0.084044,0.69422,0
11266,0.279655,0.569903,0
12250,0.204488,0.963256,0
14007,0.065986,0.57245,0
13972,0.202736,0.958727,0
11249,0.201287,0.63762,0
14001,0.289397,0.635075,0
12293,0.260455,0.707615,0
12289,0.0950111,0.54302,0
13978,0.211017,0.771701,0
13979,0.289588,0.717125,0
12288,0.276268,0.807124,0
12285,0.264938,0.876826,0
9253,0.125794,0.543258,0
13985,0.0289083,0.607779,0
9250,0.197271,0.537548,0
12275,0.268983,0.704231,0
13989,0.189355,0.598641,0
9242,0.109685,0.51308,0
9235,0.137574,0.983382,0
13997,0.198345,0.670401,0
11241,0.0520168,0.768769,0
13998,0.0861396,0.529775,0
11244,0.120987,0.773732,0
12270,0.177086,0.866396,0
13807,0.0576433,0.802796,0
9347,0.298758,0.639349,0
13928,0.105923,0.545528,0
9448,0.177086,0.866396,0
11060,0.0560745,0.530174,0
12420,0.256258,0.689294,0
11065,0.13998,0.502512,0
13847,0.209848,0.637357,0
11068,0.00424875,0.562513,0
9438,0.298346,0.543696,0
11070,0.243311,0.746692,0
9434,0.0270662,0.599922,0
9433,0.281521,0.559033,0
12410,0.160862,0.759327,0
12408,0.0761427,0.702481,0
9427,0.00507432,0.808554,0
11079,0.269736,0.65524,0
13059,0.285823,0.655805,0
13858,0.226629,0.994561,0
9423,0.226667,0.735704,0
13842,0.152795,0.678678,0
13862,0.321075,0.897803,0
13841,0.190363,0.689553,0
13830,0.0663451,0.628229,0
13809,0.0522562,0.70272,0
13811,0.308412,0.69196,0
11042,0.0706373,0.601194,0
13813,0.127659,0.683358,0
13814,0.130948,0.793669,0
12435,0.0676424,0.777972,0
9470,0.0703315,0.968642,0
13817,0.262013,0.873961,0
9468,0.169291,0.947703,0
9465,0.308871,0.613105,0
11047,0.0126613,0.536156,0
12432,0.134139,0.925073,0
11050,0.211083,0.714985,0
11051,0.0847562,0.549698,0
11052,0.198345,0.670401,0
12429,0.00520998,0.548823,0
13829,0.0997107,0.647664,0
12421,0.222714,0.945816,0
11141,0.0428316,0.782667,0
13868,0.116742,0.767519,0
13871,0.171173,0.681742,0
9373,0.144933,0.552632,0
9372,0.117055,0.785294,0
11123,0.258152,0.577756,0
11125,0.133745,0.867233,0
12365,0.310138,0.691683,0
11129,0.105669,0.902741,0
13922,0.25397,0.901535,0
11132,0.140639,0.847988,0
9361,0.0192982,0.974467,0
12357,0.0906035,0.493927,0
11135,0.0194263,0.674866,0
12356,0.0955197,0.72934,0
9356,0.283497,0.730349,0
13924,0.197271,0.537548,0
13925,0.272142,0.601976,0
12348,0.199298,0.909173,0
9351,0.134756,0.671886,0
9374,0.0817105,0.922153,0
11086,0.0695976,0.904958,0
13914,0.283497,0.730349,0
9377,0.126031,0.909173,0
12398,0.0501573,0.971537,0
12396,0.114421,0.540169,0
9412,0.202736,0.958727,0
12395,0.149953,0.669367,0
9409,0.0795879,0.496264,0
12389,0.0877136,0.942854,0
9401,0.294567,0.969668,0
12387,0.0793258,0.855498,0
9398,0.300082,0.59139,0
13893,0.157954,0.593161,0
11107,0.298314,0.590846,0
9391,0.0531812,0.929132,0
13897,0.0203561,0.904443,0
9386,0.0332809,0.800128,0
13906,0.243311,0.746692,0
11116,0.257464,0.722599,0
9380,0.122349,0.75339,0
12369,0.309508,0.781577,0
9195,0.253074,0.571872,0
9782,0.273335,0.751131,0
9784,0.279558,0.981811,0
10152,0.124133,0.895772,0
10484,0.133552,0.822174,0
12924,0.145179,0.811911,0
12923,0.140639,0.847988,0
13219,0.113842,0.544713,0
13221,0.0353607,0.910031,0
13230,0.134072,0.663594,0
12919,0.272545,0.942798,0
10137,0.105822,0.809936,0
10135,0.254439,0.720467,0
10134,0.0203561,0.904443,0
12915,0.223816,0.919251,0
10132,0.272142,0.601976,0
12912,0.251253,0.608963,0
10127,0.0906035,0.493927,0
12910,0.226459,0.527441,0
13242,0.0939829,0.527578,0
12927,0.257002,0.917203,0
13243,0.137426,0.618164,0
10480,0.272437,0.901933,0
10157,0.186897,0.957628,0
10188,0.00239583,0.851716,0
12957,0.0911329,0.611297,0
