id,lat,lon,mach
8521,0.0578853,0.313054,1
8529,0.389488,0.136304,1
8542,0.0275485,0.129473,1
8546,0.338515,0.371825,1
8551,0.30068,0.442392,1
8556,0.449416,0.308937,1
8557,0.441222,0.439853,1
8564,0.0255145,0.266197,1
8566,0.0076694,0.0423391,1
8568,0.246369,0.504765,1
8570,0.0837436,0.172511,1
8574,0.311661,0.44088,1
8581,0.122173,0.14659,1
8588,0.172741,0.0929502,1
8594,0.271034,0.338622,1
8595,0.217893,0.442354,1
8598,0.0159927,0.0164721,1
8600,0.125475,0.382864,1
8606,0.228236,0.480144,1
8607,0.14287,0.324173,1
8608,0.439697,0.186486,1
8609,0.0871839,0.30285,1
8614,0.0544495,0.139514,1
8617,0.427502,0.0636214,1
8628,0.145059,0.0788213,1
8635,0.469899,0.381213,1
8638,0.277875,0.458181,1
8640,0.00451279,0.26124,1
8644,0.0575021,0.137438,1
8645,0.0696862,0.106668,1
8649,0.0527558,0.328445,1
8651,0.385303,0.412482,1
8652,0.165977,0.387604,1
8654,0.419293,0.0214631,1
8657,0.102902,0.322285,1
8658,0.410141,0.248413,1
8659,0.00824033,0.212226,1
8664,0.260881,0.332283,1
8670,0.141679,0.410146,1
8673,0.331614,0.221285,1
8676,0.0450852,0.0885536,1
8680,0.0437684,0.131182,1
8683,0.407967,0.0925463,1
8692,0.123953,0.0156771,1
8693,0.0583489,0.176152,1
8694,0.271476,0.330223,1
8700,0.118728,0.218174,1
8706,0.26136,0.0208584,1
8711,0.449815,0.285768,1
8719,0.442842,0.111701,1
8727,0.018392,0.107458,1
8734,0.288871,0.0975595,1
8736,0.189993,0.471396,1
8741,0.450325,0.212116,1
8750,0.0747848,0.316961,1
8754,0.369058,0.11441,1
8757,0.283302,0.370981,1
8758,0.0669006,0.225819,1
8761,0.352157,0.0435717,1
8769,0.301037,0.0022315,1
8772,0.453421,0.271663,1
8776,0.119886,0.417344,1
8778,0.258906,0.273325,1
8779,0.333386,0.366905,1
8783,0.418303,0.340687,1
8784,0.110795,0.129513,1
8785,0.332844,0.17077,1
8786,0.140054,0.276499,1
8791,0.1626,0.234034,1
8795,0.11918,0.183707,1
8806,0.0180654,0.467073,1
8809,0.34685,0.362609,1
8819,0.425891,0.198378,1
8828,0.225859,0.180371,1
8830,0.220694,0.37239,1
8831,0.386047,0.177301,1
8832,0.215594,0.0465133,1
8833,0.109049,0.171233,1
8838,0.219415,0.215042,1
8844,0.102442,0.461351,1
8845,0.00384575,0.0716203,1
8851,0.431428,0.102533,1
8854,0.304953,0.351403,1
8864,0.12025,0.107009,1
8865,0.260628,0.301532,1
8866,0.368337,0.264975,1
8877,0.412185,0.380425,1
8878,0.153829,0.374524,1
8880,0.222257,0.209452,1
8884,0.149663,0.114554,1
8889,0.135008,0.300628,1
8890,0.332731,0.276062,1
8895,0.222347,0.0768761,1
8901,0.131159,0.39903,1
8902,0.0874345,0.0288932,1
8903,0.0717428,0.471829,1
8904,0.13984,0.301142,1
8906,0.270398,0.382899,1
8931,0.208292,0.485637,1
8933,0.107402,0.0694005,1
8935,0.277371,0.0898245,1
8939,0.0200935,0.173155,1
8940,0.436512,0.0240227,1
8945,0.00409066,0.22288,1
8952,0.0637134,0.266617,1
8954,0.383373,0.0812714,1
8955,0.185343,0.432723,1
8956,0.427476,0.0135409,1
8965,0.141309,0.148195,1
8966,0.172613,0.220341,1
8967,0.29125,0.471953,1
8974,0.0605286,0.0765889,1
8976,0.18056,0.473324,1
8978,0.359996,0.0320618,1
8979,0.190433,0.190217,1
8982,0.0360712,0.456646,1
8983,0.141101,0.1014,1
8985,0.322945,0.411897,1
8988,0.130228,0.351843,1
8991,0.313947,0.00633037,1
9001,0.286138,0.274151,1
9003,0.032692,0.456615,1
9006,0.357052,0.35882,1
9012,0.398881,0.0675358,1
9015,0.359775,0.347953,1
9028,0.0671936,0.14696,1
9030,0.360943,0.430958,1
9032,0.386442,0.00917729,1
9034,0.19751,0.243231,1
9038,0.372764,0.0538233,1
9040,0.0230193,0.2099,1
9055,0.235464,0.285232,1
9056,0.037982,0.359198,1
9057,0.0430444,0.240312,1
9062,0.474951,0.349903,1
9063,0.353745,0.104858,1
9071,0.446577,0.124871,1
9076,0.369261,0.468845,1
9079,0.15989,0.292553,1
9093,0.0829804,0.393193,1
9096,0.233246,0.0599572,1
9102,0.0600358,0.0852857,1
9103,0.279505,0.389513,1
9106,0.266275,0.332342,1
9107,0.117376,0.241751,1
9108,0.444656,0.227649,1
9112,0.284785,0.239256,1
9114,0.260051,0.501532,1
9120,0.359405,0.321357,1
9121,0.0942131,0.240538,1
9127,0.165573,0.243141,1
9129,0.288184,0.131506,1
9135,0.0474749,0.392997,1
9137,0.14473,0.0918359,1
9148,0.157047,0.16715,1
9150,0.212806,0.0870939,1
9151,0.252963,0.338351,1
9153,0.197109,0.432697,1
9156,0.39195,0.280505,1
9157,0.38522,0.249586,1
9159,0.421796,0.236383,1
9166,0.0876971,0.0444937,1
9167,0.117999,0.096392,1
9170,0.0789908,0.393244,1
9171,0.0240499,0.439477,1
9172,0.294696,0.256972,1
9175,0.344814,0.00838876,1
9176,0.405311,0.459735,1
9181,0.32519,0.455198,1
9182,0.328,0.212256,1
9183,0.177688,0.488863,1
9184,0.114091,0.121619,1
9188,0.150421,0.482107,1
9189,0.363114,0.0730173,1
9198,0.0651683,0.179963,1
9201,0.414945,0.177956,1
9202,0.172313,0.258244,1
9203,0.252808,0.233564,1
9205,0.0423344,0.203114,1
9215,0.0402773,0.377495,1
9216,0.00589686,0.0926924,1
9217,0.0333399,0.00303809,1
9225,0.194911,0.175516,1
9228,0.440415,0.137699,1
9229,0.0707917,0.117629,1
9232,0.323748,0.2228,1
9237,0.34641,0.298319,1
9240,0.16619,0.138163,1
9241,0.0145665,0.287417,1
9244,0.141824,0.0507423,1
9247,0.145385,0.296204,1
9252,0.0652985,0.37454,1
9254,0.318672,0.184188,1
9256,0.183001,0.204,1
9263,0.331454,0.484942,1
9264,0.413571,0.0907768,1
9265,0.0182575,0.0531976,1
9267,0.0661552,0.464342,1
9268,0.0748456,0.0423724,1
9269,0.113457,0.167945,1
9275,0.22718,0.157676,1
9276,0.378212,0.0192147,1
9277,0.0320411,0.366363,1
9279,0.189059,0.279566,1
9280,0.0208188,0.0995895,1
9288,0.101074,0.479385,1
9289,0.436316,0.0918586,1
9291,0.156018,0.0397787,1
9292,0.448384,0.440191,1
9294,0.360983,0.320466,1
9296,0.0666513,0.442493,1
9298,0.347325,0.448189,1
9299,0.0539511,0.111311,1
9302,0.225246,0.00757983,1
9306,0.21274,0.164496,1
9307,0.37892,0.332993,1
9311,0.14325,0.364952,1
9316,0.21771,0.472225,1
9317,0.317694,0.42711,1
9318,0.0710026,0.17286,1
9321,0.141038,0.315867,1
9322,0.310562,0.0519307,1
9323,0.162103,0.477588,1
9324,0.288916,0.0329528,1
9330,0.30044,0.180101,1
9332,0.114685,0.16734,1
9335,0.318307,0.409283,1
9336,0.442388,0.117291,1
9337,0.0760126,0.229427,1
9338,0.116339,0.390075,1
9341,0.0933473,0.223487,1
9345,0.389539,0.457873,1
9346,0.331411,0.102402,1
9348,0.182779,0.498329,1
9353,0.395265,0.125775,1
9357,0.289374,0.332304,1
9359,0.138717,0.493299,1
9360,0.0807946,0.436101,1
9362,0.052512,0.227215,1
9366,0.172406,0.107034,1
9371,0.396757,0.116522,1
9381,0.16847,0.223294,1
9385,0.222389,0.0751469,1
9387,0.29555,0.18342,1
